name,discount_in_percent,price_in_brl,rating_in_percent,end_time_in_seconds,start_time_in_second,release_time_in_second
Love In Drawing,50,1.14,79.53,1637258400,1636045577,1546905600
Game Soup,42,3.76,84.8,1636999200,1636394477,1549843200
Halloween Girl,50,1.14,38.27,1636999200,1635442752,1543190400
Slave Ghost,50,1.14,58.33,1636999200,1636394477,1543449600
Dealer's Life,25,14.99,87.57,1637344800,1636131955,1548892800
Truth: Disorder III — Gemini / 真実：障害III - 双子座,35,5.64,63.44,1636999200,1636394477,1556064000
女巫与六便士 the sibyl and sixpence,50,1.14,78.57,1637085600,1635872789,1546214400
Puzzles for smart: Underwater Kingdom,86,1.21,69.2,1636999200,1636394477,1543622400
武儒绘卷 - 九五至尊,50,1.14,39.9,1637344800,1636131953,1543795200
Chocolate makes you happy: New Year,50,1.14,69.36,1637085600,1635872792,1543363200
Hunter,50,1.14,68.28,1637258400,1636045577,1548633600
Helidefence,90,1.23,54.17,1636999200,1636394477,1543881600
Paradise Checkers VR,55,2.92,-1.0,1637172000,1636131953,1546473600
aMAZE Christmas,50,1.14,71.09,1637085600,1635872794,1543881600
Shadow Legend VR,50,23.74,72.75,1637258400,1636045580,1551916800
DOKA 2 GUTS OUT NINJA,50,1.14,47.61,1636999200,1635789883,1545868800
Aliens Don't Exist,50,1.14,62.88,1636912800,1635699917,1546387200
Biker Garage: Mechanic Simulator,60,18.99,68.69,1636999200,1636394477,1574899200
Numgeon,40,3.89,73.31,1636999200,1636394477,1544832000
Neon Noodles - Cyberpunk Kitchen Automation,10,26.09,80.3,1636740000,1636182408,1574985600
Indiana Boy Steam Edition,45,1.25,58.97,1636999200,1636394477,1543363200
Highway of death,74,1.16,57.73,1636999200,1636394478,1545091200
Rabbit Burn,50,14.49,84.98,1636999200,1636157150,1558051200
Voxel Sword,80,3.31,59.6,1637172000,1635962923,1545868800
Strategic Mind: The Pacific,40,34.79,74.18,1637431200,1636218342,1571961600
IMAZE.EXE 2,49,1.15,61.95,1637085600,1635872791,1544745600
Greed: The Mad Scientist,25,8.16,70.99,1637431200,1636218343,1545004800
Cover Sky,50,2.24,57.18,1637344800,1636103115,1586476800
Data mining 4,74,1.16,52.11,1637085600,1635872968,1545609600
Girls & sweets,45,2.46,31.85,1636999200,1636394478,1545609600
Ancient Enemy,60,11.59,86.03,1636999200,1636394478,1586390400
梅塔特隆 Metatron,65,10.84,73.83,1636999200,1635836715,1586304000
熊孩子WildKids,60,1.79,63.78,1637085600,1635872794,1566777600
Escape Legacy VR,70,6.2,65.0,1637604000,1636394478,1545264000
Super president How to rule the country,50,1.14,46.69,1636826400,1635615035,1551225600
Jewel Puzzle Click,89,1.19,59.37,1637085600,1635872793,1565136000
Earth Atlantis,80,5.79,58.63,1637172000,1636394477,1548720000
The Far Kingdoms: Age of Solitaire,35,7.07,72.75,1637431200,1636218343,1546041600
Let's Learn Japanese! Hiragana,60,3.47,78.75,1637085600,1635872791,1546473600
City Defense,10,7.82,44.86,1636999200,1636394477,1546214400
Gangsta Sniper 2: Revenge,74,1.68,47.97,1637085600,1635920132,1549152000
THE NED BALLS,50,1.14,54.48,1636999200,1636394477,1548288000
Hentai - Color by Number,65,1.57,27.58,1636999200,1636394477,1545868800
Cube Defense,50,1.14,57.23,1637258400,1636045578,1553212800
Flex Apocalypse Racing,50,1.14,52.78,1636999200,1636394477,1546300800
aMAZE Valentine,50,1.14,69.78,1637085600,1635872794,1545955200
Archeo: Shinar,66,9.14,73.53,1636999200,1636394479,1568160000
Hentai beautiful girls,50,1.14,72.01,1636999200,1636394479,1548201600
Alluna and Brie,25,43.49,79.83,1636999200,1636394479,1554854400
Nya Nya Nya Girls 2 (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ),50,1.14,71.35,1637085600,1635872795,1547251200
My Island,60,11.59,67.36,1637431200,1636254316,1548806400
oldbI tyt ?,50,1.14,78.01,1636999200,1636394479,1547164800
PUZZLE: BIRDS,49,1.15,68.97,1637085600,1635872796,1547078400
Death Rpg,49,1.16,38.04,1637085600,1636045578,1553817600
Trouble Travel TT,45,1.25,59.94,1636999200,1636394479,1550188800
Ling: A Road Alone,65,7.24,63.28,1636999200,1635836713,1568678400
Wanking Simulator,90,2.06,69.23,1637431200,1636218344,1584576000
Classic Jigsaw Puzzles,65,3.81,68.97,1636999200,1636394479,1547683200
Santa in search of toys,86,1.21,69.91,1636999200,1636394479,1547856000
Epic Adventures: La Jangada,20,6.95,45.67,1637431200,1636218344,1547942400
Crazy Archery,50,1.14,56.53,1637258400,1636045578,1550707200
Blood Island,50,1.14,39.72,1636999200,1636394479,1548201600
Date Write,70,1.94,51.56,1637604000,1636369802,1548979200
Light The Way,90,1.44,55.55,1637690400,1636480922,1548374400
DOKA 2: NOVOGODNIY PEREDOZ,50,1.14,70.39,1637085600,1635872795,1554422400
Rocwood Academy,60,2.59,77.88,1636999200,1636394479,1576195200
Time to Fight,45,1.25,69.2,1637431200,1636218448,1548374400
Epido,50,2.24,88.17,1636999200,1635440949,1557100800
Pix Tower,50,1.14,70.57,1636912800,1636308057,1549843200
Poor Stickman,50,1.14,70.88,1637258400,1636045817,1551139200
Data mining 5,74,1.16,53.98,1637085600,1635872796,1548374400
Deviant Dungeon,50,21.49,64.92,1637431200,1636189515,1548806400
REDVIIL,90,1.23,45.53,1637604000,1636394480,1552348800
Plaguepunk Justice,50,10.34,76.9,1636999200,1636394480,1554940800
The Devil's Calculator,20,5.19,82.3,1636740000,1636182571,1548633600
Your Home,50,1.14,55.05,1636999200,1635442759,1551225600
TASOMACHI: Behind the Twilight,30,26.59,71.56,1636740000,1636182409,1618272000
100$,50,1.14,70.65,1636999200,1635440927,1548979200
The Great Perhaps,85,3.1,73.47,1637690400,1636480923,1565740800
King of Texas,60,2.59,52.68,1636999200,1636394480,1550707200
Dirty Education,20,13.27,58.21,1636999200,1636394480,1550016000
Lizardquest-Alien waters,90,2.89,30.8,1636999200,1636394480,1550275200
DEEEER Simulator: Your Average Everyday Deer Game,25,20.16,85.86,1636740000,1636182579,1579478400
Thugs Law,90,2.4,46.02,1637085600,1635872797,1621296000
5.84 Wing,40,1.26,63.89,1636999200,1636394480,1552003200
Soft cookie,86,1.21,71.63,1636999200,1636394480,1550620800
Nippon Ecchi Jigsaw,49,1.16,26.73,1637172000,1635962925,1570665600
Cube Man,85,1.85,62.51,1637517600,1636308057,1598054400
Woman's body 2,74,1.16,54.48,1636999200,1636394479,1550620800
KAMIKO,40,6.53,80.31,1636740000,1636182581,1561507200
SUBARACITY,50,5.44,66.76,1636740000,1636182409,1554249600
Alchemic Dungeons DX,40,9.95,71.55,1636740000,1636182410,1550102400
Yet Another Survival Game,50,1.14,50.0,1637258400,1636045579,1551312000
Cyborg Invasion Shooter 3: Savior Of The World,82,1.16,51.71,1637172000,1635962923,1552262400
四国志でらっくす ～酒池肉うどん戦記～,35,30.86,40.58,1636740000,1636182681,1596153600
PUZZLE: ANIMALS,49,1.15,71.78,1637085600,1635920133,1549929600
Ultimate Fishing Simulator VR,70,17.39,78.23,1637431200,1636218346,1573776000
Death Waves,40,1.37,39.46,1636999200,1636394481,1550534400
Destructive Physics - Destruction Simulator,30,26.59,76.34,1636999200,1636394481,1629417600
Super Jigsaw Puzzle: Anime Reloaded,90,1.85,62.51,1636999200,1636394481,1550016000
AppGameKit Studio,75,43.99,71.19,1636999200,1636394481,1563926400
Oik Memory 3,50,1.14,82.07,1636999200,1636394481,1550102400
1-Bit Revival: The Residuals of Null,75,2.17,75.71,1637085600,1635865526,1553040000
Human Cube,40,1.37,59.6,1637690400,1636445402,1551744000
Magic Heart,50,2.24,59.8,1636999200,1635441485,1553990400
Professional Thief,50,1.14,44.45,1637258400,1636045579,1552435200
Woman's body: For adults,82,1.16,68.0,1636999200,1636394481,1551312000
Robohazard 2077,90,1.85,55.69,1636999200,1636394480,1550793600
LesLove.Club: Jessica and Ashley,40,1.37,67.09,1636999200,1636394480,1559433600
Gamble Fight Plus,50,10.34,54.14,1636999200,1636157119,1555632000
Data mining 6,74,1.16,44.34,1637085600,1635872797,1550707200
Herd is Coming,89,1.19,63.42,1637517600,1636308058,1560124800
Rummy 3D Premium,35,18.84,63.95,1637258400,1636045580,1561334400
Twinship,50,1.14,67.2,1637258400,1636045581,1552521600
UBERMOSH Vol.7,87,1.14,78.57,1637172000,1631293537,1556582400
ARCADE,20,5.19,75.1,1636999200,1635789887,1602633600
Eleven Islands,35,7.07,74.51,1637431200,1636218347,1551052800
TOKYO CHRONOS,30,40.59,81.12,1636740000,1636182410,1552953600
aMAZE Lunar,50,1.14,61.76,1637085600,1635872798,1551139200
Codex Temondera: Lost Vision,90,2.89,63.06,1636999200,1636394480,1564444800
Shop Battle,50,1.14,53.32,1636999200,1636394480,1551571200
Eldervale,48,15.07,79.94,1637344800,1636131955,1571529600
Winter Fury: The Longest Road,40,22.79,69.94,1636999200,1636394480,1559174400
Press F to pay respects,50,1.14,76.91,1636999200,1636394480,1551312000
Hyper Mum Ft Adult Gaming,50,1.14,51.34,1637085600,1635872798,1551657600
Greed 3: Old Enemies Returning,15,14.1,68.2,1637431200,1636218347,1552262400
Alice's Jigsaw. Wonderland Chronicles 2,89,1.19,69.2,1636999200,1636394480,1558483200
Blaster Master Zero,50,17.74,87.7,1636740000,1636182411,1560470400
Blaster Master Zero 2,50,17.74,82.82,1636740000,1636182411,1574985600
Lust from Beyond,22,29.63,79.43,1636740000,1636182412,1615420800
MarineVerse Cup - Sailboat Racing,50,18.99,73.27,1636999200,1636394482,1566345600
Nyasha,50,1.14,76.2,1637085600,1635872798,1551830400
Kingdom Wars 2: Definitive Edition,66,7.03,66.21,1637604000,1636394482,1562630400
National Park Girls,60,4.35,83.92,1636740000,1636182413,1552521600
Junglex,50,1.14,62.26,1637258400,1636045581,1554422400
METAL DOGS,16,31.91,80.09,1636740000,1636182413,1629763200
€100,50,1.14,69.35,1636999200,1635441900,1552867200
HENTAI GIRL PUZZLE,40,1.37,62.94,1636999200,1636394482,1554422400
Mutropolis,25,28.49,82.47,1636999200,1636394482,1613606400
Fat Prisoner Simulator,50,1.14,77.24,1637258400,1636045581,1552348800
Running Ninja,50,1.14,55.86,1636999200,1635442761,1552435200
House of 1000 Doors: Evil Inside,75,3.62,66.88,1636740000,1636182413,1523750400
Eternal Journey: New Atlantis,60,5.79,77.43,1636740000,1636182414,1345766400
Joan Jade and the Gates of Xibalba,65,5.07,51.34,1636740000,1636182414,1268784000
Love Alchemy: A Heart In Winter,65,5.07,49.24,1636740000,1636182414,1388448000
Mind's Eye: Secrets of the Forgotten,65,5.07,28.74,1636740000,1636182415,1270598400
Author Clicker,50,1.14,47.61,1637258400,1636045582,1552521600
Draw With Unknown,50,1.14,62.24,1637258400,1636045582,1555545600
Amanda's Sticker Book 2 - Amazing Wildlife,25,8.16,54.69,1637431200,1636218348,1552262400
Curious Expedition 2,30,26.59,84.2,1637172000,1636394482,1611792000
Dreamscaper,15,40.36,86.96,1636740000,1636182415,1628121600
The Color of the Roses,70,4.97,68.97,1637085600,1635872799,1553644800
Exogenesis ~Perils of Rebirth~,25,43.49,60.54,1636740000,1636182415,1555632000
Nyasha Beach,50,1.14,51.34,1637085600,1635872799,1553644800
Orangeblood,50,18.99,69.8,1636740000,1636182582,1578873600
Golden war spirit,80,2.47,45.83,1636826400,1635615038,1561248000
Zen Chess: Mate in Four,40,1.37,62.26,1636999200,1636394482,1556582400
The Long Sky,50,1.14,70.84,1637344800,1636103147,1552953600
Danger Gazers,65,7.24,67.88,1637604000,1636394482,1577923200
Hentai Clouds,40,1.37,73.45,1636999200,1636394482,1566345600
Wild Cats of Wasteland,50,7.24,35.92,1637172000,1635962925,1580342400
Inugami: Doggy Dojo!,50,17.99,63.21,1637431200,1636189512,1553472000
My Stunt Life,50,1.14,76.66,1637258400,1636045583,1556755200
The Coma 2: Vicious Sisters,60,11.59,91.64,1637172000,1636394482,1580169600
Intruders: Hide and Seek,90,3.79,67.66,1637258400,1636045585,1569456000
Hentai beautiful girls 2,82,1.16,64.36,1636999200,1636394482,1555632000
1vs1: Battle Royale for the throne,50,1.14,64.62,1637604000,1636394482,1553644800
Soccer Player Simulator,50,1.14,76.08,1636999200,1635789886,1553472000
Creature Hunt,90,2.89,39.1,1637258400,1636092929,1554854400
Ghost Grab 3000,75,2.72,82.55,1636740000,1636359002,1573171200
Templum de Malum,70,8.69,64.78,1637431200,1636218345,1560470400
TOK 2,50,1.14,82.92,1636999200,1636394482,1553731200
The Fifth Horseman,50,2.24,64.78,1636650000,1635872800,1557964800
Peekaboo,80,2.39,76.52,1637085600,1635872802,1565136000
At Home,89,1.19,28.13,1637258400,1636045584,1553644800
Hentai puzzle ? Not again....,50,1.14,60.55,1636999200,1636394482,1554076800
The Fog: Trap for Moths,65,5.07,57.02,1636740000,1636182417,1386028800
The Jolly Gang's Misadventures in Africa / Масяня в полной Африке,65,5.07,79.65,1636740000,1636182575,1320192000
Superliminal,50,18.99,92.07,1636740000,1636131917,1604534400
Run For Cover,70,8.69,78.3,1636999200,1636394482,1617926400
Bear With Me: The Lost Robots,80,2.17,76.7,1637258400,1636045585,1564531200
Valley Of The Moon,87,1.88,40.03,1636999200,1636394482,1552521600
Try To Survive,50,1.14,42.72,1637258400,1636045819,1554076800
Memorial Park of Hypoxia,90,2.06,26.81,1637258400,1636045586,1556582400
Easy hentai puzzle,50,1.14,72.2,1636999200,1636394483,1564531200
Croixleur Sigma - Deluxe Edition,60,15.19,72.86,1636740000,1636182417,1574121600
TOK HARDCORE,50,1.14,83.49,1636999200,1636394483,1554940800
Drive for Your Life,86,1.21,64.52,1637172000,1635962929,1554940800
Chaos Starter,50,1.14,55.53,1637258400,1636045584,1554336000
Pixel Art Monster - Color by Number,65,3.04,66.98,1636999200,1636394483,1554249600
Easy puzzle: Animals,86,1.21,76.34,1636999200,1636394483,1554422400
Survivalist: Invisible Strain,25,10.86,84.01,1636999200,1636394483,1590969600
Elon Must - Road to Respect,50,1.14,58.36,1636826400,1635615039,1555545600
Mine the Gold,50,1.14,49.29,1637258400,1636045585,1554854400
Minions Battle,50,1.14,70.63,1637258400,1636045586,1558051200
Game Of Puzzles: Nature,49,1.15,74.51,1636999200,1635442763,1554940800
LONGING RING OF ESCA,60,15.19,48.66,1637431200,1636218348,1565827200
Medicinal Herbs - Cannabis Grow Simulator,25,15.51,65.93,1636650000,1635442763,1600819200
Wizard Warfare,10,24.3,83.53,1636999200,1636394483,1576195200
Heal,63,5.36,82.03,1637085600,1635872803,1586476800
Aprenda Como Criar Jogos,80,7.59,40.58,1637085600,1635872959,1560124800
Pixel Puzzles 2: Halloween,65,3.81,58.33,1636999200,1636394483,1571616000
Emoji TD,83,1.85,73.26,1637431200,1636218345,1556668800
Nyasha Land of Elves,50,1.14,75.6,1637085600,1635872800,1555113600
Rainbow Hunter,40,1.37,75.64,1636999200,1636394483,1557705600
Medieval Monarch,15,17.58,81.12,1636999200,1636394483,1577836800
Miner's Mettle,10,42.74,58.05,1636563618,1635964829,1635897600
"Treasure Masters, Inc.: The Lost City",65,5.07,50.0,1636740000,1636182418,1378857600
Vertigo!,50,5.44,-1.0,1636999200,1636394483,1556755200
Deep Race: Space,74,1.16,51.04,1636826400,1635615039,1556496000
Skully Pinball,50,1.14,47.41,1637258400,1636045587,1555372800
PAGAN PEAK VR,40,9.95,74.27,1637431200,1636218349,1572393600
Drunken Fist 🍺👊 Totally Accurate Beat 'em up,75,1.62,70.44,1636740000,1636438802,1566691200
New Yankee 6: In Pharaoh's Court,65,5.07,72.17,1636740000,1636182418,1536105600
Magic Encyclopedia: Moon Light,65,5.07,40.06,1636740000,1636182418,1282694400
GOLF in PAPER,50,2.24,53.32,1636912800,1636308059,1554422400
Cyber Driver,50,1.14,74.49,1637344800,1636103148,1565827200
Great Toilet Simulator,50,1.14,74.53,1637258400,1636045587,1559088000
深海：即刻抉择,60,4.95,44.54,1637085600,1635872803,1583366400
Summer Resort Mogul,65,5.07,59.6,1636740000,1636182579,1294185600
Surprising My Neighbors,50,1.14,63.53,1637258400,1636045587,1556064000
Nyasha Valkyrie,50,1.14,78.16,1637085600,1635872801,1555632000
Breeding Village,50,14.99,61.69,1637431200,1636189515,1555632000
Tenderfoot Tactics,40,28.49,80.98,1636999200,1636394483,1603238400
Hotel Mogul: Las Vegas,70,4.34,62.51,1636740000,1636182583,1306281600
Viking Brothers 5,65,5.07,76.34,1636740000,1636182420,1541548800
Homeless Simulator 2,50,1.14,43.77,1636999200,1635789887,1558656000
Fat Dude Simulator,50,1.14,61.17,1637258400,1636045588,1558483200
Lawnmower Game 4: The Final Cut,74,1.16,64.0,1637690400,1636480925,1557446400
Buzludzha VR,70,7.46,78.48,1637431200,1636218449,1574208000
Azure Striker Gunvolt 2,50,18.99,85.98,1636740000,1636182419,1592697600
Cyber Gun,85,1.63,64.2,1636999200,1635442765,1555977600
Herakles and the Princess of Troy,30,14.48,69.2,1636999200,1636394484,1561939200
Tankex,50,1.14,69.5,1637258400,1636045588,1559174400
猎魔者战纪,60,2.59,77.22,1637172000,1635962927,1557705600
Dextram,10,13.49,69.2,1636999200,1636393802,1636329600
New Yankee 7: Deer Hunters,65,5.07,64.78,1636740000,1636182421,1545782400
They Came From the Sky,40,3.89,83.07,1636999200,1636394484,1558310400
Dead Castle / 不思议魔城,85,2.78,31.25,1636912800,1635699914,1558051200
Hellsinker.,40,12.41,83.86,1636999200,1636157119,1563494400
Fearmonium,19,21.78,81.97,1636999200,1636394484,1621468800
Rune Lord,65,5.07,70.33,1636740000,1636182421,1527638400
Dots & Girls,50,1.14,74.51,1636999200,1636394484,1556582400
Narita Boy,50,37.49,74.71,1636999200,1636394484,1617062400
To the Stars and Beyond!,65,2.27,67.06,1636999200,1636394484,1556668800
Rescue Team 6,70,4.34,69.44,1636740000,1636182421,1478044800
Power Brain Trainer,61,9.7,69.36,1636999200,1636394484,1566259200
Drift86,50,2.24,88.01,1637258400,1636045588,1574121600
Butterfly 2,89,1.19,72.17,1637085600,1635865526,1557187200
RollerCoaster VR Universe,70,1.94,63.15,1637344800,1636131958,1589500800
Skat 3D Premium,35,18.84,50.0,1637258400,1636045589,1559088000
KUMACURE,50,5.44,58.97,1636740000,1636131959,1559260800
Hentai energy,50,1.14,78.03,1636999200,1636394484,1557100800
Princess's Peak,50,1.14,40.9,1636999200,1636394484,1560297600
New Yankee in King Arthur's Court 4,65,5.07,62.51,1636740000,1636182583,1508889600
New Yankee in King Arthur's Court 5,65,5.07,67.06,1636740000,1636182583,1522195200
👾 Foreign Frugglers,25,6.51,79.71,1636912800,1636045589,1561507200
Streamer's Life,50,9.99,69.49,1636999200,1636394484,1564531200
Sos i pie sos 2 kycb edition,50,1.14,69.77,1636999200,1636394484,1557360000
Game Of Puzzles: Dragons,49,1.15,80.01,1636999200,1635442765,1557360000
Viking Sisters,65,5.07,77.41,1636740000,1636182423,1551225600
Call Of Unity,50,1.14,68.88,1637258400,1636045590,1634774400
Super Indie Square,75,2.17,80.54,1636999200,1635787560,1570406400
Dream Engines: Nomad Cities - A survival city builder with flying cities,10,52.19,70.48,1636740000,1636182423,1626220800
Quest For Wartorn Brotherhood,73,1.21,57.18,1636740000,1635527131,1558828800
Hentai Sweet Girls,74,1.16,71.07,1637085600,1635872801,1560470400
卡片地下城Card Monsters: Dungeon,65,6.5,72.3,1636740000,1635442767,1563235200
Jump with Friends,80,1.29,57.42,1637517600,1636308060,1557792000
MadCowBalls2,50,1.14,67.06,1637172000,1635962927,1571356800
AGENT 00111,90,1.23,60.95,1637604000,1636394484,1562112000
Ghost Stories,65,2.27,69.58,1637604000,1636394484,1559260800
Duskless: The Clockwork Army,65,5.07,63.89,1636740000,1636182424,1538524800
Martians Vs Robots,50,1.14,42.61,1637258400,1636045590,1558656000
Elemental Girls,50,1.14,76.78,1637085600,1635872804,1557878400
Dragon Extinction,25,21.74,72.43,1637258400,1636035029,1602806400
Chronac,80,4.13,64.08,1637172000,1635962927,1587686400
Mundus - Impossible Universe 2,50,5.44,81.11,1637431200,1636218448,1558137600
Dark Blood,80,2.89,29.43,1636999200,1635440900,1558656000
Hero Express,50,5.44,72.22,1636999200,1636394485,1562284800
She Sees Red - Interactive Movie,70,5.03,75.5,1636999200,1636394485,1562803200
Fancy Skiing: Speed,30,14.48,44.31,1636999200,1636394485,1558051200
HentaiNYA,50,1.14,65.5,1637085600,1635872801,1558396800
ADM 2(WHEN WORLDS COLLIDE),90,1.65,35.92,1637258400,1636045591,1560470400
OUTBUDDIES DX,80,6.99,69.34,1637172000,1636394485,1571097600
War Solution - Casual Math Game,40,3.89,77.06,1636999200,1636394485,1571184000
Save Daddy Trump,82,1.16,68.61,1636826400,1635615040,1562630400
Gunvolt Chronicles: Luminous Avenger iX,45,15.94,84.84,1636740000,1636182424,1569369600
Hentai energy II,50,1.14,79.96,1636999200,1636394485,1559865600
Hentai Waifu II,50,1.14,70.72,1636999200,1635442769,1559088000
Oik Memory: Endgame,50,1.14,81.92,1636999200,1636394485,1559001600
Knighty Night,70,3.26,66.76,1636999200,1636394486,1559520000
Incredible Dracula 3: Family Secret,65,5.07,78.3,1636740000,1636182582,1484092800
Rebel Inc: Escalation,25,21.74,79.26,1636999200,1636394486,1634083200
Пацанский цитатник / Russian Test,50,1.14,57.84,1636999200,1636394486,1561420800
Isotiles 2,50,3.24,77.87,1636999200,1636394486,1562889600
下一层的封魔塔 Forever War,50,1.14,67.34,1637604000,1636394486,1560470400
House of 1000 Doors: Serpent Flame,75,3.62,76.82,1636740000,1636182424,1466035200
Scenner,50,2.24,32.94,1636563600,1635354363,1560211200
Unknown Castle,70,2.99,72.17,1636999200,1636394486,1566172800
Put In - Run Out,50,1.14,72.72,1636826400,1635615039,1560211200
PonGlow,50,1.14,76.9,1636999200,1635442770,1560124800
Come on Baby!,45,15.94,76.4,1636999200,1636394486,1567728000
Incredible Dracula 4: Games Of Gods,65,5.07,70.57,1636740000,1636182424,1510099200
Depixtion,75,4.14,80.02,1636999200,1635442770,1560729600
Ancient Stories: Gods of Egypt,65,5.07,40.4,1636740000,1636182425,1546992000
Vegas Slot,50,1.14,58.92,1637258400,1636045591,1571356800
Ninja Girl and the Mysterious Army of Urban Legend Monsters! ~Hunt of the Headless Horseman~,50,15.49,77.09,1636740000,1636182425,1561334400
Fairytale Solitaire: Red Riding Hood,89,1.19,74.19,1636999200,1636394487,1561939200
Skellboy Refractured,35,24.69,78.35,1636999200,1636394487,1610496000
Rose Riddle 2: Werewolf Shadow,65,5.07,72.42,1636740000,1636182426,1528243200
Seven Nations,50,1.14,50.0,1637258400,1636045591,1563321600
Solasta: Crown of the Magister,50,39.5,87.72,1636653600,1636092930,1622073600
SONG OF HORROR COMPLETE EDITION,40,71.99,77.08,1637085600,1635872806,1572480000
Hot & Steamy Knights,50,17.99,62.29,1637431200,1636189515,1562889600
Girls & Dungeons 2,65,3.81,52.11,1636999200,1636394487,1565827200
Psycho Train,70,4.34,59.8,1636740000,1636182426,1415059200
Sento Stream,80,2.17,46.05,1636999200,1636394487,1567555200
Paladin Lias,30,8.67,77.7,1636999200,1636394487,1595289600
No-brainer Heroes 挂机吧！勇者,51,10.13,77.1,1637258400,1636045594,1574985600
王国幻境 fantastic kingdom,61,2.53,70.81,1637172000,1635962928,1586390400
3000th Duel,60,11.59,72.96,1637517600,1636308061,1576108800
Drawing Path,50,1.14,63.89,1637258400,1636045592,1562803200
Vaporwave Drift,50,8.29,57.03,1637344800,1636103148,1572739200
Making it Home,20,23.19,77.0,1636999200,1636394486,1630627200
我们的房屋 OUR HOUSE,40,1.37,45.83,1637690400,1636445402,1567814400
1000$,50,1.14,67.39,1637258400,1636045592,1560988800
伊勢志摩ミステリー案内 偽りの黒真珠,10,18.62,76.25,1636740000,1636182426,1563926400
Artifact Adventure Gaiden DX,40,12.41,71.48,1636740000,1636182428,1564531200
LEGIONCRAFT,40,16.13,77.29,1637085600,1635920134,1572566400
My Typing Skill,50,1.14,71.89,1637258400,1636045817,1571356800
Fishing Adventure,89,1.19,81.86,1637431200,1636218349,1572566400
FURRY GIRL PUZZLE,49,1.15,73.68,1637085600,1635872806,1561334400
Monster Train,50,23.74,94.05,1637085600,1636480927,1590019200
Foodie Bear,74,1.16,76.34,1636999200,1636394487,1567468800
My Happy Girls,50,1.14,62.9,1637085600,1635872805,1562889600
Hentai Cuties,50,1.14,64.73,1637085600,1635872805,1566086400
OXXO,60,1.79,86.48,1636999200,1636394487,1565136000
Pyrax,50,1.14,59.8,1637258400,1636045595,1583020800
Rainbow Billy: The Curse of the Leviathan,30,40.59,82.82,1636740000,1636128315,1633392000
Hydroneer,30,14.48,84.97,1636740000,1636125010,1588896000
AHEGAL SEASONS,25,4.86,84.41,1636999200,1636394487,1569196800
Spider Solitaire F,50,5.44,46.68,1636740000,1636182427,1567555200
Gangsta Woman,82,1.16,60.88,1636826400,1635615041,1563753600
DOTORI,50,12.44,66.98,1636740000,1636182427,1585353600
Pile Up! Box by Box,20,39.99,82.69,1636999200,1636394487,1616025600
Squad Erotica,20,13.27,40.58,1636999200,1636394487,1564185600
Double Elf Fantasy,50,10.34,66.33,1636740000,1636182429,1565740800
别以为你是开发者我就不敢打你,74,1.16,53.31,1636826400,1636218349,1567209600
"About Love, Hate And The Other Ones 2",60,8.27,80.51,1636999200,1636394487,1588896000
Warden of the Isles,40,12.41,73.2,1636999200,1636394487,1581638400
Hentai Bad Girls,74,1.16,80.32,1637085600,1635872807,1562803200
Alpha Lyrae Discovery,50,11.39,79.39,1636999200,1636394487,1568505600
Sex Simulator,40,1.37,68.04,1637517600,1636308062,1563494400
Wonder Boy Returns Remix,50,13.44,65.74,1636740000,1636182427,1565222400
Stellar Warfare,10,34.19,73.27,1636999200,1636394488,1628035200
Post Soviet Zombies,70,2.99,76.09,1637085600,1635872808,1564099200
Jaxon The Thief,60,1.79,30.56,1637604000,1636394488,1565308800
Little Brother Jim,50,4.94,74.93,1637344800,1636131960,1567728000
Gedonia,50,12.44,84.73,1636999200,1636394488,1590969600
1912 Titanic Mystery,25,7.5,52.15,1637431200,1636218451,1563321600
TTV3,50,1.14,77.19,1637604000,1636394488,1563408000
Alone in the War,90,2.4,59.97,1637690400,1636480928,1571184000
Super Pig,50,1.14,63.89,1637258400,1636045595,1563753600
BEETLES,40,2.69,74.53,1636999200,1636394488,1605312000
The Story of Henry Bishop,60,4.35,79.02,1637517600,1636308063,1573084800
Dead Hand,25,35.61,65.93,1636999200,1636394488,1564099200
Learn Spanish! Easy Vocabulary,70,2.21,68.15,1637085600,1635872807,1566864000
Hentai Girl Puzzle SCI-FI,40,1.31,46.73,1636999200,1636394488,1573430400
Biolab Wars,40,2.69,79.21,1637604000,1636394488,1566518400
Fantasy Maid,50,1.14,40.9,1636999200,1635441399,1564012800
Revenant March,80,2.17,77.87,1636999200,1636394488,1579219200
Super Demon Boy,85,1.63,65.25,1636999200,1635442775,1563840000
Trump Vs Rocketman,50,1.14,56.32,1636826400,1635615039,1565222400
Babylonia,25,6.51,61.97,1637431200,1636218449,1564012800
In Sound Mind,20,52.79,87.45,1637258400,1636045597,1632787200
Ded Inside,80,1.29,72.48,1636999200,1635442775,1564012800
場外人生,25,6.51,80.15,1636999200,1635441800,1565049600
Tri6: Infinite,30,11.61,67.06,1636999200,1636394489,1594944000
Sense - 不祥的预感: A Cyberpunk Ghost Story,30,26.59,78.76,1636999200,1636394489,1598313600
ViVO,35,2.91,45.83,1636999200,1636394489,1565827200
Alex Hunter: Lord of the Mind,65,5.07,74.78,1636740000,1636182429,1387238400
Chameleon Run Deluxe Edition,75,2.49,80.69,1636999200,1636394489,1567036800
Drums of War,66,9.85,75.0,1636999200,1636394489,1569888000
